pais,coords,region,urban,id
USA,"[62.972008005779, -89.29140299680621]",London,True,location_OGXDP67RLA
USA,"[123.1508141628342, 68.65963123522499]",Ontario,True,location_BL4YOS8C20
UK,"[4.566539939798815, -69.04459517035545]",Baja California,False,location_N7O87PAHRW
UK,"[-175.8429040660961, -30.88251526160652]",California,False,location_A7TAK6Q7HX
France,"[-139.43801495016726, -59.533381217997594]",Bavaria,True,location_UV3RSZO5NW
Germany,"[162.318986584414, 25.177665501189367]",Bavaria,True,location_8FB7O2WV33
Canada,"[81.54938039547079, -62.541247258774504]",Île-de-France,True,location_83YPEDN1UE
France,"[-152.29741480700787, -52.544678103083506]",Ontario,False,location_OB7D333BYI
Canada,"[169.23236115325108, -87.4772425354273]",Ontario,True,location_UL14UZOXHM
UK,"[-54.629814047588184, -79.05098807634165]",Île-de-France,False,location_E2BAFYG2VC
Mexico,"[179.68954812929258, -32.23982499323374]",Île-de-France,False,location_1YVKJF3WEK
France,"[-20.446814293319477, -19.760636372447593]",Ontario,False,location_1TV2RW30OG
Mexico,"[110.56078632200354, -62.98036237714905]",California,False,location_F71WY4AN36
Germany,"[133.23251052526535, 71.3140638971991]",London,False,location_RT7EBS5Q1Q
UK,"[76.13582496260392, -82.50567455605186]",London,True,location_9SYHRO73QE
France,"[-92.83453695117099, -33.11660106012927]",California,True,location_LKUDGSQRH3
UK,"[-84.2871764243585, 47.202603271280196]",Ontario,False,location_YC80WDOEIA
USA,"[-24.948319274852878, -78.44429847523233]",London,True,location_EMIG3R225O
UK,"[-4.696983380020328, -39.396246616044145]",Ontario,False,location_AIJNTXOTHL
France,"[160.57790231485137, -26.722176988702437]",Île-de-France,True,location_0NAJEY0INN
France,"[-116.77339112831484, -62.70568952553763]",Île-de-France,False,location_MZ0NT4HRHD
Germany,"[62.55693059645961, 42.48748476798144]",Baja California,False,location_3M0ZWVZORI
Mexico,"[-165.1144635797192, 88.68398175272841]",California,False,location_SXGWODMU09
Germany,"[-90.15967151223374, -40.86717720657376]",Ontario,False,location_TWX7WVWTSK
Mexico,"[179.04415827761852, -75.78725639103271]",Bavaria,True,location_MUILY5WQ87
Mexico,"[61.48669505630136, 16.591627646040195]",Baja California,True,location_SFMGONUNDW
USA,"[-39.06526318021358, 37.49772346873533]",Île-de-France,False,location_AMTVCEMNGY
Canada,"[-47.99123728640015, -10.358689705339387]",Bavaria,False,location_X4SEC2JC9I
Canada,"[125.98542719887655, -59.051779451591855]",Île-de-France,True,location_BXWARLIJLE
Germany,"[-132.38611218196738, 31.96301964266368]",Baja California,True,location_1UQAS1VA5G
Canada,"[-152.1991525672024, 19.44456435178823]",London,True,location_FKR35SLUTA
France,"[35.239426750495454, -6.07456010596519]",Baja California,False,location_KU67ABXPZ0
Germany,"[68.88791280989545, -17.806588841983512]",London,True,location_A7TYE8X0N1
Canada,"[77.30607847007133, -56.58459907974518]",Ontario,False,location_9AEMM1QTTC
France,"[81.11256647671092, 26.397797301122594]",California,False,location_S1M37WKSZM
France,"[175.88462894160887, 55.55561566266928]",California,True,location_RNVV5A2G44
Canada,"[155.09850650409862, -73.66319973270843]",Baja California,True,location_K3B9RSVPHI
Germany,"[-100.8824991909538, -26.39880271607916]",Ontario,False,location_74FHDDR5JK
USA,"[103.96079445208261, 42.39593465624711]",London,True,location_V4VI9ZG764
Canada,"[99.55987942127945, 66.62297921627382]",Baja California,True,location_8ABF68NB4U
Canada,"[164.27760813281202, 70.69268682533922]",London,True,location_5RO3EN6H39
USA,"[-133.7531030208201, 1.2244976780975207]",California,False,location_GO034JTTE8
France,"[0.37559973768384225, 30.951298187452466]",California,True,location_9RBY5U9LIG
Canada,"[14.990958411257395, -5.2772830109398825]",Baja California,True,location_I3ERHWXH7C
Mexico,"[-153.18964061338508, 38.515986117006435]",London,False,location_53LRXAYRTW
Mexico,"[164.45139692169988, -89.13782977642146]",London,False,location_4RHX718RCD
Canada,"[-166.11920945707695, 51.72831718843662]",California,False,location_UDGA6MEZ2D
USA,"[-161.33704497924415, -48.823309881348884]",California,True,location_03IXQ7F6T7
France,"[-33.97060844553707, 36.78387875341966]",California,False,location_WOCW6M6PF7
France,"[174.99459621568326, 11.983973131521637]",Bavaria,True,location_82BYWFFTRL
Canada,"[-111.64513776637075, -11.241605118631782]",Bavaria,True,location_84YUBQHBOP
France,"[-110.09064289173094, -13.1762787685864]",Ontario,True,location_T0JGV0MRXV
UK,"[33.02091982980238, -82.03930759757553]",Bavaria,True,location_WCO9D3GZ1B
USA,"[-76.14619045555045, 42.26872989271445]",Baja California,True,location_1SZ1QWUWQ6
Canada,"[55.71488468127225, -67.69238247647016]",Ontario,False,location_GE8O2QPHWM
Mexico,"[-139.87446823418946, -72.02504473392601]",London,True,location_4AN87K8QJB
Germany,"[-117.756994527155, 26.789304572934697]",London,False,location_AG3GYQ1CCU
France,"[-45.7609859449926, 75.52074377541828]",Île-de-France,False,location_8N1JD2YPHD
Mexico,"[150.96989248557725, 43.833999260683726]",Bavaria,True,location_PU3X9EER03
Canada,"[-102.15701854404365, -9.999206951708032]",California,True,location_22YADJQIZE
USA,"[-142.70690357974132, 50.730416863565665]",Île-de-France,False,location_WT3CKEILVT
UK,"[-128.37866725590027, -8.082959643416174]",California,False,location_NJUBWK0P94
Canada,"[140.49683101274803, 75.88017703685813]",Île-de-France,False,location_8ZB3RY0BR2
USA,"[-80.94894419122421, 36.60369929440769]",London,True,location_7Z117JG9XK
Mexico,"[68.21875194030625, -60.64608934946791]",London,True,location_B6QM77PZKP
Mexico,"[-138.84424381887618, -51.158344398773394]",Ontario,False,location_N75FWYWCGQ
Mexico,"[-164.82757291179908, -35.18822909323473]",Ontario,False,location_BO4LE59VWV
Canada,"[-23.686364075750475, -17.68390427894363]",Bavaria,True,location_HM5V0FZ26N
France,"[164.070379981746, 54.5122062815438]",California,True,location_UT3QA81PO2
Mexico,"[91.08429756461561, 9.631003648834422]",Ontario,True,location_OC8ZA6J3SG
USA,"[68.67609331375928, -78.10602491582728]",California,False,location_QFXWCBB4RP
USA,"[-85.39023844568861, 2.9374114717487743]",Baja California,False,location_QWN9K7TS9Z
Germany,"[173.69459877950896, -68.87688741040961]",Baja California,False,location_M1NN17MGVS
Mexico,"[-102.16733136194945, -0.3979824579029696]",Île-de-France,True,location_JVZ1YPBEME
Canada,"[-82.34895586746661, 8.166946189189275]",Ontario,False,location_FFF7YGO7JF
Germany,"[-27.78209110263427, 65.92816059730032]",London,False,location_3AZ39FN30K
Mexico,"[-98.49565498712363, 51.12618163226574]",Bavaria,True,location_6ZA24KQTHZ
France,"[-13.950838988253054, -58.27300589893444]",Ontario,True,location_FZNNXESULY
UK,"[-171.00712517402164, 16.402977509131944]",Bavaria,True,location_XWAH0AZRX3
Mexico,"[22.60245262516645, 8.159227383844708]",Ontario,False,location_U6K2XZUQA5
Germany,"[47.962876130852806, 60.03005707268659]",California,True,location_ICED2GRND7
USA,"[-25.415232894558358, 45.56732747443348]",Bavaria,True,location_HY0Z6GLYZG
USA,"[30.209549379862636, -7.326244652278888]",Baja California,False,location_J23UX9UXMS
Germany,"[-39.875790263970714, -31.615535653088344]",Île-de-France,False,location_843NXMI4G8
UK,"[-86.39367829487861, 33.92526750695454]",Île-de-France,False,location_MDOLIN1XN2
Mexico,"[20.617874942524537, -70.51210853794183]",Ontario,False,location_S72H9NYNFP
Germany,"[155.76427073326232, -83.37253010601322]",California,False,location_F5RV3GURFK
Germany,"[-60.66910650809123, 70.32926716749336]",California,False,location_LCJ9717Y97
France,"[-55.65924117135478, 35.05398317701459]",California,False,location_TA2X09KQDC
USA,"[-179.40302882864265, 26.45228273976379]",Bavaria,False,location_C23LXDYHAD
UK,"[163.75288862480107, -50.31437146776047]",Ontario,False,location_RNTE35S75P
USA,"[-126.739520128978, -10.31660813804828]",Bavaria,False,location_C1IJR06BE6
France,"[95.37147664605067, 40.8111981883369]",Ontario,False,location_L7PS4ZI5U0
UK,"[99.82334238080585, -79.42826866633644]",Bavaria,False,location_2IIHAPD27E
Mexico,"[-113.45935117274917, 64.25435213796612]",Bavaria,False,location_TZPKYG5VTG
USA,"[53.69140090853776, -81.39010693808066]",Île-de-France,False,location_PET39W7438
Mexico,"[-138.6942273071159, -71.78056133034968]",Île-de-France,False,location_JBV31XJ7ET
UK,"[-82.9250063147485, 68.4292689438908]",Île-de-France,False,location_F2P06NQ016
France,"[-41.38213110725496, 74.97717178861731]",Bavaria,False,location_4451V8VJQO
Germany,"[41.295700271513596, 28.977749061779036]",Bavaria,False,location_B4JJV3OS45
Canada,"[119.71707483681485, 60.96610455646086]",London,False,location_7ZB7QMCIGB
France,"[-52.852389203930485, 64.69426578356968]",Bavaria,True,location_89NCV3IJNY
USA,"[154.0458269081841, 60.82466172591816]",California,False,location_9HB1E0DH85
UK,"[107.6145192296226, 46.246204288366926]",Ontario,False,location_UELZ4Y59S9
UK,"[-58.304676475521504, 79.40372638544261]",Île-de-France,True,location_O3CR8RY1WQ
Germany,"[-91.94577654328235, 25.41435853077344]",London,False,location_T6ZSMC553L
USA,"[-45.73958263922256, 52.122208961826544]",Ontario,False,location_FJS2AFHDU0
USA,"[-83.12360317160038, -3.8847070882004573]",London,False,location_7TKVTAV2RA
France,"[159.4494279677698, 80.87495756332763]",California,False,location_O76T5VLOSG
UK,"[51.982670250976184, 17.11962319609981]",Bavaria,True,location_F54MZMMQ7Y
France,"[-136.41681159023898, -46.475524013725284]",Île-de-France,False,location_CD4DFQ1H0Q
Germany,"[-4.692946676655708, 11.922722311008528]",Ontario,True,location_UFOT3U3067
Germany,"[-146.6496347400186, -48.71802964580844]",Île-de-France,False,location_QFGUQ62K2T
France,"[-44.995339606846926, 4.637277718347235]",California,True,location_VNFS9XE31H
Canada,"[72.74918821995041, 85.62243452393324]",London,False,location_S1D3VVS95E
France,"[129.4897884478529, 60.97612905152724]",London,False,location_4U0WG2BFWC
Germany,"[-96.55907258997499, -78.97477605418091]",London,True,location_S3N669KQZI
Canada,"[-4.67776678809102, 80.90228643463948]",London,True,location_JNWE1RIG6C
Canada,"[33.11181797483678, -16.440443634988057]",Baja California,False,location_LE4MKSDB29
UK,"[-22.582329941444215, 15.03112657798836]",Baja California,False,location_YUVR70DIF4
Mexico,"[-115.30478552705874, 13.601977045061773]",London,True,location_HN2HFN3ATZ
Canada,"[170.35021424309224, -27.045313958148775]",Ontario,True,location_AZ7UF0MZ3D
Germany,"[-53.75392741029711, -31.398432493497673]",Île-de-France,False,location_RLWYLKUG3X
Canada,"[132.79927309825575, -2.1171232205602735]",California,True,location_ENF9A74D2A
France,"[137.91074572075877, -69.90879603533806]",Bavaria,False,location_5YPHATYJ5O
France,"[-148.7853600029389, 25.644848732720035]",Bavaria,True,location_M66YI5VQ8Q
USA,"[96.98687126553386, 10.508120452948305]",London,True,location_TFIBJ0EQYL
USA,"[30.349416925576037, 22.70440684075666]",Bavaria,False,location_9X2UW1735V
USA,"[-140.38589293736163, -62.616944097023776]",California,False,location_LJD6AJAMC9
Mexico,"[97.74272367556682, -87.62806030828897]",California,True,location_3SO32H7COY
USA,"[80.18625994388623, -0.1618820183782077]",London,False,location_4GNUJLE4I6
Mexico,"[169.4326959273431, 8.80211190818143]",London,True,location_D9484DOGZM
USA,"[-13.603154770182698, 85.10308857208827]",Ontario,False,location_U4HK3HOQSW
Germany,"[-73.22332261171758, 28.43433925887706]",London,False,location_DBAID4C9E8
France,"[-142.26862627026318, -60.274600557874855]",London,True,location_8GX3B47OJV
Canada,"[90.12391150823083, -61.76505910715671]",California,True,location_Q5ILDTY4E2
France,"[169.2993970766234, -77.66313627999914]",Bavaria,False,location_R4UCRD10H5
Mexico,"[-96.4393656849634, -82.29747765760207]",California,True,location_W69MJUM0NS
UK,"[58.72247939944748, 27.078960463857]",Baja California,False,location_1TF22K0HZL
Canada,"[-96.85890056963655, -18.612264078454587]",Bavaria,False,location_T8LL6LFJFB
France,"[95.61854042827105, 33.54248208790348]",Ontario,True,location_YHME11QKTJ
Mexico,"[-11.76192548639574, -83.019310425104]",Baja California,True,location_PHLXXY5Y5J
Canada,"[88.89445429393714, -60.01482404581482]",Ontario,True,location_39AWI7J5TG
France,"[90.83824962306448, 60.16448649610348]",Baja California,False,location_8WYHKX9F3R
USA,"[113.24122755414356, 69.81473204456452]",Île-de-France,False,location_AZ445YZ0EG
Germany,"[-144.63369462865091, -29.55215977910744]",London,True,location_AS6BVN1N02
USA,"[35.86004002588069, -5.913462091754312]",Baja California,True,location_JVR4JC14RE
Canada,"[-131.5949359032549, 51.021278603505436]",Bavaria,True,location_9E47CTB3DE
USA,"[152.15897877845663, -18.84431059689129]",Bavaria,False,location_5UP54FPGM4
France,"[27.41347893017152, -5.0223535983968475]",Baja California,False,location_LS5WDR1Q8J
France,"[4.58836609199011, -18.4480764305292]",Ontario,False,location_UCQF2FMFDQ
Canada,"[-74.5082512150137, -72.06951048090276]",Baja California,False,location_AV0E5W4WU6
UK,"[-156.99911216596692, -2.2762530150690594]",Baja California,True,location_Y4IU7KIEP8
UK,"[-78.85123081040018, -2.498857817358342]",Baja California,False,location_62Y33NOBJY
France,"[158.405234823561, 30.66062112186148]",Ontario,True,location_2DPI7LUBF1
Canada,"[49.093391059086656, 64.30703227153126]",California,False,location_FRJ6PU19GK
Canada,"[56.7915129486949, 72.67181834077056]",Île-de-France,False,location_419KCMWQH9
USA,"[-94.98109275286792, 56.23511618915029]",Baja California,True,location_VYL0PX0RKC
Germany,"[8.681331613519092, 56.58067095982659]",Ontario,False,location_UO6UIJMEKJ
Germany,"[68.6799448925668, -39.64901502271075]",Bavaria,False,location_YVWV3FMVY7
Canada,"[-126.26947816426902, 19.250198984634906]",London,False,location_YHRBDVJYJ4
Germany,"[156.29196690159205, -15.48868910669438]",Île-de-France,False,location_0UJKSXR8H0
UK,"[74.99139916089578, -11.13249462223368]",California,True,location_V20T10CJY6
UK,"[-105.10271360719331, 44.65050735536897]",London,False,location_I75UA2S008
UK,"[-15.547495759499867, -2.371744542513852]",California,True,location_4FLZHNWZQR
France,"[-9.522396810728623, 42.006894568123585]",London,True,location_I5DJR2EPK0
France,"[71.37481999149344, 22.233150265750055]",Ontario,True,location_148UZU835P
UK,"[99.47322868680777, -28.23944622276369]",Bavaria,False,location_FGBUBRZSN8
USA,"[-156.7328258116565, 33.03782149251002]",California,False,location_FYPGIPTGF7
France,"[144.06577739579797, 39.4025053858559]",Bavaria,False,location_A04EZHPT4I
UK,"[94.9829515250708, -83.19203628724553]",Bavaria,True,location_F8TEUJJJSR
USA,"[-147.66986734384324, -72.89319542772064]",Île-de-France,True,location_MPY5YFK7I6
UK,"[122.52291775346316, 42.96018327434865]",London,True,location_HTRAV4EQ5Y
UK,"[45.50904765911275, 8.564194834267965]",Bavaria,True,location_2WXG7W8IT5
Mexico,"[-110.75136892351519, -10.727767015131562]",Bavaria,True,location_C9KVPOIO2U
Germany,"[136.91680078494255, -74.07046734571553]",Baja California,True,location_RLYP5K3FMY
Mexico,"[-117.330697730002, 53.21957837853313]",Île-de-France,True,location_9XWS0V124A
Germany,"[80.43106634652224, 32.56436599577121]",California,True,location_W6IMC0NI57
Canada,"[43.936013011530065, -51.26244291046244]",California,True,location_SOHLJCQ0MD
Canada,"[-45.205414598853906, 38.19673412200444]",Bavaria,True,location_9Z9SSNCPE5
USA,"[-60.89456844209316, -4.451810731075611]",Bavaria,False,location_WONR6H77MU
UK,"[-144.41737216250436, 40.7787406196403]",Baja California,False,location_9LK8W4GC1I
Mexico,"[-126.91636566794301, 82.38642628228678]",California,False,location_TDQTEXCM5F
France,"[-118.576826194576, 35.29160573252828]",London,False,location_KECTGM5YWF
Germany,"[-44.47539840060068, 15.489883884203238]",Baja California,True,location_ZOVEFXFL8M
Mexico,"[-72.13842209004764, 5.028721111914422]",Baja California,False,location_YFYN2V217J
USA,"[-104.88344749638729, -17.260460615310976]",Bavaria,True,location_J9JVJ5M2DC
UK,"[51.66304050007119, 59.58794624691731]",California,False,location_KJ2KJNR7RN
France,"[-101.25903427832944, 44.79237884805639]",Île-de-France,False,location_QNU8QZA42C
Germany,"[-173.6483431829629, 60.32503291728926]",Baja California,True,location_ZK7YKDK84H
Mexico,"[-70.81437601610786, -54.24394532059291]",California,True,location_K0EYJL6ET0
Mexico,"[41.428654914872794, -21.64953169449953]",Bavaria,False,location_AEHPPRWBOI
USA,"[-63.63975826165135, 70.60631103395525]",London,False,location_MO8ZS8NXN1
Germany,"[-147.93380110632378, -27.82289087788098]",London,False,location_9BN6J1K0IZ
Germany,"[56.83549339892346, -56.50043867200792]",London,True,location_9BOCMP33NI
USA,"[78.87667478767992, -75.82348215369498]",London,True,location_IHUA4393KL
UK,"[-29.16993844907222, -64.10872774530739]",Ontario,False,location_02X801TP1P
Germany,"[108.51736957530898, -66.45431177835484]",Bavaria,False,location_FT5CS76KRH
Mexico,"[89.37706677657371, -20.152551891242467]",Baja California,True,location_RKBSNHBO6M
France,"[-173.75816630341387, -64.41955368252643]",Île-de-France,False,location_4KHRAMDTJ7
Mexico,"[4.302753382551913, 0.7158537218911079]",Bavaria,True,location_UD4PBL44LM
France,"[-25.29650400980529, 41.964648565272796]",Ontario,False,location_W1NUFIPOSF
Canada,"[-83.64352999729869, -77.5807560880433]",Ontario,True,location_CYQBATLGAN
USA,"[-9.366301957971103, 78.56647440880525]",Bavaria,False,location_GSF2RWV4X0
France,"[-55.52307196262397, 78.74779902574289]",California,True,location_3Y0WCMJSM0
Germany,"[44.09399331436262, 38.04236282346085]",Baja California,True,location_EPVQGTG15E
UK,"[-53.75271207729703, -86.95181554095396]",Bavaria,True,location_JWSR01LQPN
UK,"[122.31328715863242, 60.743076305365435]",Bavaria,True,location_T9XAL1CCM1
France,"[75.86738510848161, 82.82632388972291]",Bavaria,False,location_YPMN5XWFJN
France,"[65.48330901522326, 82.911065447965]",London,False,location_K7R7Y3QEAA
Canada,"[-11.778587544847198, -49.83452576478868]",London,False,location_9DW1773O2R
France,"[-163.75944359358974, 56.6106724098874]",Île-de-France,False,location_848MH6VPHJ
USA,"[-152.4081708363975, 65.01039000570321]",California,False,location_9M0KZTP6TP
Germany,"[-51.354215685464936, 12.79879974557133]",Baja California,False,location_CYDTKSC4DD
France,"[-63.4031978891807, 28.005477243374727]",London,False,location_AUN1JOYXZI
Germany,"[19.158328307368265, -33.3477098216169]",California,False,location_TP01PBDZ6E
Mexico,"[67.55361888602494, 22.9535563200632]",London,True,location_YOFEBB1524
USA,"[-71.24057461384031, -5.1468991265370505]",Bavaria,True,location_TNE3F288GH
Mexico,"[-158.70643931219777, -40.883078919048266]",Ontario,False,location_05GEQWT4VK
UK,"[-63.0130028338387, -34.509128362723665]",Baja California,False,location_YDRINEAR1V
USA,"[-178.92176126290096, 59.38286853978735]",Ontario,False,location_QRH8QYSM1O
USA,"[11.165299164836341, -0.9734341125608807]",Bavaria,True,location_1PFPPD30H1
Germany,"[152.63756314193898, -89.03738131800958]",London,False,location_GPCCV46IPF
USA,"[11.033188244171782, -17.177919283116196]",Bavaria,True,location_K0PGAW43RV
USA,"[-81.7099728283022, -69.01282980727018]",Baja California,True,location_9XDRDDOWGD
Mexico,"[38.01373179790775, 29.261332204012263]",Baja California,True,location_3LU23PWH2D
Germany,"[90.90105052818205, 17.190948868147885]",London,True,location_J6JAK44Z1P
USA,"[-93.7292644359814, 2.9504210381413145]",California,False,location_L1MPJBI4HV
USA,"[-120.80406120579792, -18.05281325565811]",California,False,location_52H2NI66PR
Canada,"[-107.74385645749929, 84.15345089592267]",Île-de-France,True,location_YD5KN553TB
France,"[-77.66493300457695, 2.1718887517901777]",California,True,location_WC0PJVWSB2
UK,"[23.83701247464387, 78.84423394531481]",Ontario,True,location_GCNEQ7AN5Y
France,"[126.20288655064581, 33.326570697805536]",Baja California,True,location_XRIKGW17EK
UK,"[-113.01121970790726, 21.775609753728517]",Baja California,True,location_EVR2Q6FKNW
Mexico,"[-52.71796450994795, 48.057672215330996]",Bavaria,True,location_LXV8ZJXQJU
USA,"[73.48163256357884, 43.707784990550266]",London,True,location_0G9AU6WXT7
UK,"[-2.7894681806607764, 81.8396655462619]",Baja California,True,location_U9H1E7RN78
Germany,"[-2.530746886607062, -14.410413079636697]",California,True,location_E54D5ZR0K8
France,"[-159.0712884537318, 52.279124882703314]",Île-de-France,True,location_7LYWBCCIJ1
Canada,"[-62.55241932291902, -80.40390505006151]",California,False,location_Y6JTGB6IL8
UK,"[82.89124341953726, -16.915585904996107]",Ontario,True,location_8RTXCBE844
UK,"[18.19562175031558, -36.98765478488859]",Île-de-France,True,location_PASI9P9GDP
USA,"[-24.88903326566745, 28.94066133093706]",London,False,location_SSM82HRUSY
France,"[-168.39815468661686, -40.680825281282885]",Ontario,False,location_B38XU0YWTP
UK,"[-100.4628645620537, -21.774409102953967]",Bavaria,False,location_LCM5H5FAH2
Mexico,"[-31.82614736622409, -23.428621036949252]",Baja California,False,location_5MN3090S5O
USA,"[-169.24950563120115, -85.67438810621634]",California,False,location_3WKR6V6HSS
Canada,"[169.38581269378818, -59.303044967047164]",London,True,location_220PON5CX0
Germany,"[165.69680731385387, 15.810720272141381]",London,True,location_JVL5I6G53U
UK,"[-70.78487876920242, 82.94417865718688]",Ontario,True,location_YWZQX4M7JX
USA,"[-179.39714991706552, 6.725301700944286]",Bavaria,True,location_6A2VAJUMKR
France,"[-141.85151696916904, 85.15883527316095]",California,True,location_PIKCEYATM2
USA,"[144.21228324414994, 61.648887097942946]",Baja California,True,location_RPTVPCQY6G
Canada,"[90.51090932892777, 2.753985599834195]",Ontario,False,location_3PZ07P1MFQ
UK,"[-62.16604016723325, -54.03084217028238]",Île-de-France,False,location_H5L9E7VUIA
France,"[-35.19877556809129, -89.75590359487815]",Ontario,True,location_XE4W8NB9IH
USA,"[122.60985835577492, 10.608540450454441]",Baja California,True,location_3YIYJYX85A
Germany,"[118.38776269899114, -32.85900454423291]",Bavaria,False,location_ET4UL5OP1I
Canada,"[54.547264547977676, 25.781457050094517]",London,True,location_0TTNKU1I6V
USA,"[-31.156759197712717, -39.07591022908324]",California,True,location_JJTDN5KXV0
France,"[81.06481285906568, 80.56542573903295]",Baja California,True,location_UWOY1NY6OI
UK,"[-179.28936459039738, -1.5416932569969504]",Bavaria,True,location_9JFYK1H7KL
UK,"[170.70399892967072, -16.091748112095686]",California,False,location_G0CLSRHOYE
Mexico,"[-27.984200575725225, -37.63234320275824]",Ontario,False,location_XL6Z8S2ENN
USA,"[56.687966050955055, 56.88236258957048]",London,True,location_HZ717ZNZCU
France,"[43.64704540066825, 56.2382614967112]",London,True,location_90IWVEUO2M
Canada,"[44.5105710212035, -1.5200405979027067]",London,True,location_YHVBY2SS4M
Mexico,"[-23.13550392041833, -76.28777443829642]",Bavaria,True,location_QLO06K8PF3
UK,"[84.20896190127115, -70.23855901052062]",Ontario,False,location_YFVERB6XTW
USA,"[50.17741440876566, 60.90736479925579]",Bavaria,True,location_DJ3EMF6GYO
Mexico,"[-173.59590201302393, 68.94853422126081]",California,True,location_ZYIBLJ1AN5
France,"[-35.59629005806798, 66.86315611735489]",Île-de-France,True,location_HDPET5KY33
Canada,"[-14.334592348015178, -24.32589975139915]",Île-de-France,True,location_7EAL6JNLU6
Germany,"[165.59093684270437, -73.74266077051124]",Baja California,True,location_LSVNISD7IO
USA,"[-163.09079090409327, 73.19884609688214]",Bavaria,False,location_U27LA4V2A2
USA,"[-160.18099267489143, 26.21818111117895]",London,True,location_T17FEHS4DM
France,"[8.141419105303612, -47.25303513862984]",Ontario,True,location_U032HTI7SY
UK,"[56.38059757942423, 56.439237156388515]",Île-de-France,True,location_D3MVES8BAX
USA,"[73.86561890285455, 56.122223650232485]",London,True,location_LAAD0DPRRH
Mexico,"[6.461442025089184, -50.67424352639741]",Île-de-France,True,location_5VYNE7RWDB
Canada,"[108.54629234537083, -73.87733874098538]",London,True,location_LY7035PW3R
Mexico,"[43.768999994040655, 32.085234209281694]",Ontario,False,location_1S557J8YVT
Canada,"[102.7593872872194, 3.4512405100601313]",Baja California,True,location_6EQNTZNIQN
Germany,"[-75.09410814573303, -82.91834782799893]",Ontario,False,location_YWJD0TZDJK
Germany,"[158.7557314340014, 64.9069983408445]",Bavaria,True,location_6AD3ADAZDV
USA,"[-22.029075953912383, -47.80828370056839]",Ontario,True,location_MS3APENX5G
Canada,"[76.30350872721357, 6.4140615148962326]",Bavaria,True,location_9Q5BDQ2JU2
USA,"[-71.61578418586981, -7.609525331189019]",Baja California,True,location_TSBF0QO23S
Germany,"[-134.18144366553614, 1.7636503932463938]",Ontario,False,location_9PLP9GKELF
USA,"[100.39317408447693, -31.535809012489814]",California,True,location_90OLLV5HRU
Canada,"[84.92989587797581, 70.15446922460586]",Bavaria,True,location_1VEY6A9EDN
UK,"[134.33894040314203, -54.53709703507598]",Île-de-France,True,location_7VTK7LRO63
Mexico,"[26.071801137579655, -18.385155597072853]",Île-de-France,True,location_0R1PGVHW4G
Germany,"[-176.16348601782167, 6.820511820884775]",London,True,location_Q21N7JKTXL
Canada,"[-16.003895654356597, 0.17293269511095843]",London,False,location_JKD626T44Q
Canada,"[-172.11439736859649, -41.047479257401086]",California,False,location_AHSPI5FYO5
UK,"[-18.423996717227595, -3.6346115693911116]",London,True,location_ZIKCDC5QIC
UK,"[-129.11921889421996, -67.7155630776939]",Île-de-France,True,location_QQZTB1EG8K
Canada,"[-170.4614091956101, 24.692232999906025]",Île-de-France,True,location_IAGNMPII72
UK,"[-176.6596591307469, -37.012936290667106]",Bavaria,False,location_XLVN9IB7JJ
Germany,"[155.07349717006582, 58.86367006810926]",Ontario,False,location_0DW6HIJE5E
Mexico,"[101.41989129944187, 59.199462881985426]",California,True,location_0BDG2NOXDU
Mexico,"[-126.9402994550428, -54.029726566234636]",Baja California,False,location_1L3XLPRJYI
Germany,"[28.586906990060527, 30.705577896972358]",Ontario,True,location_2AE8TD1M6W
USA,"[107.81262333374383, 70.34934880696326]",Ontario,False,location_ALH340GNKJ
France,"[-61.48504922313985, -65.30817014225563]",Île-de-France,False,location_PVY1M33TLL
Mexico,"[-174.91251664926585, -63.22722277097329]",Bavaria,False,location_M1RHBQI4LG
Mexico,"[13.101086633208354, -38.47342635011642]",Baja California,False,location_LOGXLC2Q11
Canada,"[-158.25332316837367, 82.89817188454276]",Baja California,False,location_U54C5UCXM7
Canada,"[179.62873547633592, 89.08119344950109]",Bavaria,True,location_JV8CKEFY2V
Mexico,"[89.01984636237108, 78.78946055830468]",London,True,location_MXZA3MZUVO
USA,"[-63.49774559543391, 36.8866722325577]",Baja California,False,location_4ZA3ZDAN35
Mexico,"[-45.457578479559885, -72.948464013013]",Ontario,True,location_97C7G23N0J
UK,"[-37.56888471639667, 54.97700908945302]",Bavaria,False,location_8MBWPS1QHW
France,"[61.81061217259304, 45.35089113207016]",Ontario,True,location_9531NWY27V
USA,"[-137.40748003137543, -69.29413355585476]",Ontario,True,location_DQW3H21EY8
USA,"[-30.189388331700655, -55.46620198499413]",California,False,location_UFJCYZLCU9
Canada,"[-172.82642540219598, -76.7079146776795]",California,True,location_RQ0S39Y23V
USA,"[122.45444816316439, -24.91133616423872]",Baja California,False,location_QJWT3Y7L75
Mexico,"[143.4846119449108, -50.244771582769296]",London,True,location_L9O1LV9IIP
Mexico,"[-1.2630967355064797, 89.22225017401715]",Ontario,False,location_AU05TEFRNU
France,"[172.30972111208956, 53.35840557332176]",Baja California,True,location_L9158XU1SW
UK,"[-90.49075214458351, -74.4240014107187]",California,False,location_KE91C7Q16I
Germany,"[-65.93175837676345, -38.71944840522405]",Ontario,True,location_FMWDY08DV9
Mexico,"[-86.91296408529679, -63.74106564682237]",Ontario,True,location_7NDMTOFKKX
