fecha,texto,hashtags,links,id,topic,mentions,ubicacion
2022-09-21,Tweet 2259,"['hashtag_6R40BCHAY6', 'hashtag_0APSOKL2TR', 'hashtag_R8VRWI26V1', 'hashtag_WJPVA55FFE', 'hashtag_GCJKCR8LUL']","['link_APIP3KXDLW', 'link_C429CYTV66', 'link_3HEGIZZ5DQ']",tweet_V3FWZDDJ6C,technology,"['user_UPEER4BURN', 'user_Z3VCFC8TA0']",location_6GWOM5KHHN
2023-03-25,Tweet 2260,"['hashtag_E83R5TAI0B', 'hashtag_R85QETRW9L']","['link_U2B2PVB7FF', 'link_S8DDOW1DWT']",tweet_6H24N47C27,politics,['user_N9JMQMZI5M'],location_I39XXFR122
2023-05-10,Tweet 2261,"['hashtag_98OOYBFHCY', 'hashtag_E1KLDCE15U', 'hashtag_FN31DN3DLT', 'hashtag_EU102T2E3B']",['link_FIZ2XS2N7Y'],tweet_ZN3SLFDUI5,politics,['user_X8ULIJGOG7'],location_PV3872YKK0
2022-10-01,Tweet 2262,"['hashtag_MXM4D1KNPK', 'hashtag_NCDIIDR87D', 'hashtag_ZP73B0M61M']",['link_OA4LSUZD2Z'],tweet_CD1F1E7TYF,politics,['user_EDBQZ5A306'],location_6NDEC98DFY
2023-11-25,Tweet 2263,"['hashtag_GYO651RQOJ', 'hashtag_BEQ546YJS4', 'hashtag_EKM593LBIF', 'hashtag_LJVZMZI3BU']","['link_IJGVIS4RQZ', 'link_Z5SCS3B8AL', 'link_YOLQVCMYMH']",tweet_GV6ABH94GA,technology,"['user_JJY62VEUDO', 'user_5JM4UCW40V']",location_M40BY2R9V2
2022-04-05,Tweet 2264,"['hashtag_8G68DGVL85', 'hashtag_YPOXCWTZX0']","['link_R2ZLPTY2DN', 'link_2HWR853WEK', 'link_R31HR7TR5T']",tweet_GP9DADOKZY,entertainment,['user_IP5GGG0J2G'],location_1YBP0H75JI
2022-01-14,Tweet 2265,"['hashtag_Y0VM6WEG7P', 'hashtag_I2IE6FP3K5', 'hashtag_6RMFBZ36LH', 'hashtag_EUK11DOV23']",['link_6NJ33D05YC'],tweet_ZPBNTOKBO5,technology,"['user_Q2XRCQ4QKU', 'user_IWR1SBM3VO', 'user_EBLE3BB11A']",location_4GDC9B9QWL
2023-12-21,Tweet 2266,"['hashtag_YBLF7M2OI7', 'hashtag_AOO11UCGGX', 'hashtag_BJDS8O25ZI', 'hashtag_4H84W9HVKR', 'hashtag_HKV8Q5QEV8']","['link_DS288TMCMF', 'link_GPLDWBRIH7']",tweet_JOTTG3YMYW,technology,"['user_MSSI9PZHPX', 'user_6RVD7FS3YH']",location_M7CAHLL32E
2022-08-22,Tweet 2267,"['hashtag_55TORGXTTJ', 'hashtag_GQRMIHCOJQ', 'hashtag_YOBPG167OS']","['link_0YO12LGYOO', 'link_0GDFQ8LJ1N', 'link_2DMXD9BA7R']",tweet_KCXN78SGSF,entertainment,"['user_MKMY9MDYNS', 'user_588978SONP', 'user_J5NIT2HNN2']",location_V2O02OP4PD
2020-12-21,Tweet 2268,"['hashtag_N3AI182KAS', 'hashtag_2LKKVO60EK', 'hashtag_DWPJWO0HSD']",['link_FYKOBT91S9'],tweet_0G0PFEP3FU,politics,"['user_ETIS3SE7AY', 'user_TB8GXLOCKS', 'user_MH7FATBR1T']",location_KEVN5A7W4X
2023-03-07,Tweet 2269,"['hashtag_LTVP62G3HL', 'hashtag_J7CM4NGWDF']","['link_KRYE0WB1LS', 'link_B04Q3YIFRK', 'link_IHEMOKYSAG']",tweet_SPNV80Q42U,technology,"['user_1MQH3SXDZ9', 'user_ENDCSX2MEJ']",location_UF63S1X0M7
2022-01-27,Tweet 2270,"['hashtag_4KV3N37KEE', 'hashtag_XRMK7P80E4', 'hashtag_ED5B6TP63X', 'hashtag_UZ6JMFXSRR']","['link_VNQRFC9B6E', 'link_87N4IO75M0']",tweet_WW8JBOSKMQ,politics,['user_1YMYW0R5S5'],location_LGCQ4GQTC9
2023-05-24,Tweet 2271,"['hashtag_POI1954R58', 'hashtag_OTZAKJIE2A']","['link_9O7TDG8I6Q', 'link_NK0PBIDQ1U', 'link_CMFSWPA7YN']",tweet_5AF08F8TSP,politics,"['user_IA0TQAS46O', 'user_N87FEPFC44', 'user_J03TU8172K']",location_MUW9IFJDY5
2020-10-25,Tweet 2272,"['hashtag_PKM7PNMPJ4', 'hashtag_BMY5RB1SCW', 'hashtag_GHQOWRM4OV', 'hashtag_2CD91YOIEH', 'hashtag_LC28QT51HD']","['link_9UMROWSPIO', 'link_LHELZHHRPK', 'link_MZNZFIHXU7']",tweet_LZPUOFKZT3,entertainment,['user_IV3FJX80H6'],location_ISB0BCMZTT
2020-09-01,Tweet 2273,['hashtag_JGABHB6Q37'],"['link_LF2HSSX858', 'link_9I9ODON6GD']",tweet_ND6SRI8JVI,politics,"['user_C42P9MAXX3', 'user_MJMHRMIT9Z']",location_7TPQKOLF5F
2023-08-25,Tweet 2274,"['hashtag_UQ6G07LROS', 'hashtag_1PDD11RTWM', 'hashtag_V48Q2IUAHS', 'hashtag_E1L8VC0BH3']","['link_QXYG0RFW3L', 'link_IFEQ0Z5FBZ']",tweet_9AFB0V91GU,sports,"['user_N6SU87PPCX', 'user_FTT712FLO2', 'user_M40WKIFUCF']",location_2B84I3F16C
2022-03-06,Tweet 2275,"['hashtag_8W5Z0RXNZA', 'hashtag_PTQI9LZC6Y', 'hashtag_G82JS28078']","['link_9QPNEAFM54', 'link_ALKEXRB5T9', 'link_C45EQ8QETA']",tweet_U78TQS3R52,entertainment,"['user_IV6S67NBU9', 'user_W5REYJ8BJH', 'user_BYN5UKZ9BZ']",location_5E6FZPC4ME
2023-03-15,Tweet 2276,"['hashtag_J84BG1XXSO', 'hashtag_S3PEYFE74M']","['link_KS8P2JIBXV', 'link_QV9EZKP7XC', 'link_BJD2YA1RFD']",tweet_9NAYLEOHKU,entertainment,"['user_JE1GP6L3HU', 'user_9OEBYSKG8T']",location_E0QPU8Z39U
2022-07-13,Tweet 2277,['hashtag_S5VSDWXZKJ'],"['link_CP7XM4W4SD', 'link_NHMKPU2FDA']",tweet_190T3UPI71,sports,"['user_IK5SJ9SALT', 'user_BJ71BTYMMQ']",location_F0UR83QVO1
2021-11-16,Tweet 2278,"['hashtag_VE8OUIFHX7', 'hashtag_PA16TMYX0D', 'hashtag_QXAVFR0IR5', 'hashtag_OXUN2W817Y']","['link_BVVGQUBBCY', 'link_08WKP47KK0']",tweet_PLVMJ2CEHA,entertainment,['user_8OKD5AQPNC'],location_EJYW47GHOH
2020-05-21,Tweet 2279,['hashtag_96JUE4DUCA'],['link_O0H73TVTRN'],tweet_L14ABFJ66Q,politics,['user_I56JUB606F'],location_CTHUNR7THX
2022-09-23,Tweet 2280,"['hashtag_V6QOT4ES63', 'hashtag_TTRFZDEQP7', 'hashtag_6FAT24YIO3', 'hashtag_JYIWNCWZ71']","['link_O7ENU85S32', 'link_LSOB78LBT8', 'link_8CTFYK72VD']",tweet_VD4KNFK2GQ,entertainment,['user_9D6C0G3FM2'],location_T75ZH7B6UK
2023-11-27,Tweet 2281,"['hashtag_FOOPV4RPQX', 'hashtag_VZXOT01E1U', 'hashtag_L4WX26IQ3C', 'hashtag_PRY15LGIKA', 'hashtag_94JVAW1KOD']",['link_L1JX6CZT42'],tweet_MRLHDDP8E8,sports,['user_PLCUOKO4F7'],location_3AZ1AXDK3Q
2021-07-23,Tweet 2282,"['hashtag_7LHJO37QGW', 'hashtag_IFO033KK53', 'hashtag_UCVV5V9VNY', 'hashtag_U13K208SSX', 'hashtag_PPXZ1UWK3S']",['link_5K6UTFM0UR'],tweet_HFKZCNYO8S,sports,"['user_4SHIREZPD9', 'user_4ZTTL0MCZQ']",location_TGXM9OUUF8
2021-04-04,Tweet 2283,"['hashtag_PP2HEXKPZF', 'hashtag_ZWYUS5IOA7', 'hashtag_ZGYIBVTLBG', 'hashtag_V8T6CUK4VW', 'hashtag_5XB6FBXX2G']","['link_I73EQEQVCP', 'link_23G3RBC7QI']",tweet_U1W9ZOS3QV,politics,['user_7Q0C2OY75B'],location_56QXJ07LR1
2021-07-07,Tweet 2284,"['hashtag_MFI473BKSC', 'hashtag_Y1EE6JYFG0', 'hashtag_GHYULLS4F7', 'hashtag_1Y1CLOM4ZX', 'hashtag_JKDXUQYKGA']",['link_LPJ89P8NYD'],tweet_QG6MHRKWJT,sports,['user_WCZO280T2V'],location_69WH3WMVY6
2021-05-26,Tweet 2285,['hashtag_GN2NMPBVDL'],"['link_G8H9FNU9US', 'link_Z0IB6AV1UQ']",tweet_R5SDTFLRKS,politics,['user_AOQRAY2IYH'],location_064NOS5AAG
2021-09-17,Tweet 2286,"['hashtag_BCBHWSSJFQ', 'hashtag_0O4R01FSX3', 'hashtag_YMEBI1JWCW', 'hashtag_AO3IF5433P', 'hashtag_XFA11IZ9AU']",['link_XD49C5G8VJ'],tweet_Q2AFXW30JQ,politics,"['user_S4UQWRUU3J', 'user_XPPIU2HYO1']",location_KN6DYLQKJS
2021-01-04,Tweet 2287,"['hashtag_7LSM7TS1CP', 'hashtag_9CB9XC3GHF']",['link_3MS05HKKQB'],tweet_QGVTHTLJ9R,sports,"['user_EHVZRBFF53', 'user_GTS940DO0N', 'user_QHWLOM8N0D']",location_CRETA1P2S7
2023-11-27,Tweet 2288,"['hashtag_0CAQ1DSFXP', 'hashtag_CPT5TCMKGK', 'hashtag_FYTKEGT43P', 'hashtag_EC8DAQXLHS']","['link_2V3WTNF2CQ', 'link_7H8ONF9ZKO', 'link_KICPE6USCH']",tweet_WBOZEHBUJH,technology,['user_5HNDA3EIK1'],location_ATLFAWJK5V
2021-10-18,Tweet 2289,"['hashtag_ZNCP4EOIK0', 'hashtag_FRFWRZPJ7K', 'hashtag_ZHD4V6RGNF', 'hashtag_H1SYSRILAP']","['link_VODIEXLCJ7', 'link_XUEO67709B']",tweet_XMFM4JMY5Y,politics,"['user_16IEAVB8DU', 'user_RZ9LKHWJUA']",location_1NKX1Y70O4
2023-05-11,Tweet 2290,"['hashtag_QP6S33M7ZK', 'hashtag_KGY7B4G83E']",['link_7O42VU0AYH'],tweet_RPNV4S9RC7,entertainment,"['user_SJLC1WTKK8', 'user_ZCGFM4OVIN', 'user_9OFAUXKGH0']",location_N72QDFG3RE
2022-07-14,Tweet 2291,"['hashtag_1A3XRT06Y4', 'hashtag_G18Z7R746R']","['link_22E34VF9EA', 'link_ZJ26LQRM5G', 'link_PADX9RMPI5']",tweet_SPJI5GDN6L,politics,"['user_MTBWE77EOB', 'user_PDUS8UZJAS']",location_U8RASNDHLO
2022-04-08,Tweet 2292,"['hashtag_1R1MVF9WYK', 'hashtag_D876JHOT58', 'hashtag_FS34WATHY0', 'hashtag_RREWVM0RG9']","['link_P1LF4TOFFU', 'link_HN3M4ZGHJ8', 'link_Y30YHT1EWH']",tweet_FGTVC8BVJO,technology,"['user_J6JNS3MAUR', 'user_FU0E329MG4', 'user_E4U0HKYDQ1']",location_AFVIVIV1K8
2022-07-16,Tweet 2293,"['hashtag_T67RWZ66OS', 'hashtag_5NJDEP245B', 'hashtag_W0CF15YE7R', 'hashtag_64BWAEOMAT']","['link_7XQ2UW3RMS', 'link_3PY2TGW40I']",tweet_JXFVYC96I9,politics,['user_FP56MYKRS0'],location_3I2RRKXMMP
2021-11-04,Tweet 2294,['hashtag_GJVFPB3V6C'],"['link_TFBTZPA3TY', 'link_7N606JXYG1']",tweet_SM0QQGDK5P,technology,"['user_UG0L3YAZEQ', 'user_LL5AL5GQEJ', 'user_GHB122X5VG']",location_NEMVBYG2UE
2023-10-01,Tweet 2295,"['hashtag_TW32GBT1VP', 'hashtag_CWGP5Q0VTR', 'hashtag_VL8PJSUT48', 'hashtag_Z3L232DCWP', 'hashtag_QPZEK5QX0O']","['link_0LMMKX729T', 'link_QTYG9Z73G7']",tweet_8GFUSSPT01,sports,['user_HL5WH2XLWS'],location_C5DV20JUBA
2020-03-20,Tweet 2296,"['hashtag_8YSBUC9D7Q', 'hashtag_P9Y0XFEMP9', 'hashtag_RHX7C2GBDD']",['link_EB6MUMURVK'],tweet_KDRERRMSMJ,technology,"['user_7M9VMJKE1E', 'user_6TEH85KXHD', 'user_YEVJX77TKI']",location_QK93YFZNLM
2020-04-11,Tweet 2297,"['hashtag_QFAY8ZMM8H', 'hashtag_3O2BLJBND5', 'hashtag_7B8RKH3L78', 'hashtag_2RK3XFANCS']",['link_ETO07MFRBM'],tweet_M0LQD9UZ5B,entertainment,"['user_72WQDB4EK6', 'user_JIKAXN7IX7', 'user_JOVOT6KCMG']",location_PRLAVN351A
2021-07-22,Tweet 2298,"['hashtag_NRSU35FDNF', 'hashtag_IP124WWRN3', 'hashtag_N200HCHM93', 'hashtag_128M29B3JJ', 'hashtag_4Z6GWLK1R4']","['link_KX1XIT0DIE', 'link_C296Z6661B']",tweet_85WDC7DT1S,sports,"['user_7X5WFQFNQ5', 'user_NH4RWHQF2B', 'user_IKOGVSPSGU']",location_K2QB8WGSGD
2023-05-28,Tweet 2299,"['hashtag_RJVDU6B27S', 'hashtag_AD5IOAAY2U', 'hashtag_9QR41M0UOR', 'hashtag_MF2T9S6FCU', 'hashtag_W2VXR33VK1']","['link_1Q937IBRXZ', 'link_V9QBCJDKCL']",tweet_I1PVVPM46S,sports,['user_PZI5I01XQK'],location_SNXT5X4VR8
2020-11-07,Tweet 2300,"['hashtag_KQUHMS63MH', 'hashtag_H90A2KWN6E', 'hashtag_WOB4X5YP8A']","['link_5NUHEPPG4W', 'link_I8F55FB0G5']",tweet_XK59HIVAFW,sports,['user_UUC3KN5E6A'],location_OKCBM4IVW6
2023-02-04,Tweet 2301,"['hashtag_G2PN26TDC7', 'hashtag_MH5VO3TTZ2']",['link_2N2HK35CAV'],tweet_L3PL2542PV,sports,['user_QLQ5SWO17W'],location_07RAM47S8C
2021-07-26,Tweet 2302,"['hashtag_QLHC7XA56P', 'hashtag_O3P8SVZM5E']","['link_6EEXMSMJXT', 'link_ZH8BWRK4V2']",tweet_E9YGZU62MB,technology,"['user_HXE8TEDO0N', 'user_4YO9AVPPK3', 'user_57UZT7L4LA']",location_52A94CLUXF
2020-09-13,Tweet 2303,"['hashtag_75VHQOY951', 'hashtag_63TLQ7XAKL', 'hashtag_UKQU4L3OA9']","['link_UXD4X07IVF', 'link_54CKEVE7FD']",tweet_3HA4MUR76Q,technology,['user_D6YIMPX9II'],location_EAAHRQ29GU
2020-01-13,Tweet 2304,['hashtag_X9122H9SBD'],"['link_4DVYAVS1W9', 'link_OOFMLTTA0U']",tweet_XSPHDULSJ4,politics,['user_WB6TIVR4DZ'],location_EO4NFH34NP
2023-01-24,Tweet 2305,"['hashtag_MX79T8IAJ5', 'hashtag_KCN41I5JVJ']","['link_YUHB6LK4SZ', 'link_2VI6Q1231C']",tweet_KXRVHH4ZWP,sports,['user_FB2V6IEHUA'],location_JF6NMZ95O4
2021-06-23,Tweet 2306,['hashtag_TFW2EBG2EA'],['link_66TP9GDE90'],tweet_QGZZ5NA2DK,entertainment,"['user_VQZEJZEBSM', 'user_FXNUOJFZTZ', 'user_QYNW0KB5OT']",location_I87Z94UTYX
2020-11-05,Tweet 2307,"['hashtag_TH6LBBY0T9', 'hashtag_3L3E4NC7PR', 'hashtag_DPDVPZDM5R', 'hashtag_J11VEVL3FT', 'hashtag_YV8IE1SEHE']",['link_7DIBYFE3ZG'],tweet_SDJ6X1VT6G,sports,"['user_VW4QYAFEK9', 'user_6J9UMMLE5D']",location_7BYMT81CJH
2021-06-19,Tweet 2308,"['hashtag_JORXZY55OH', 'hashtag_CB6S33BCFE', 'hashtag_O9HEBZUCNS']",['link_BSE1IG4KYR'],tweet_G0NHTCP5OC,entertainment,['user_QTT0J336Z3'],location_S2RX9BUPAE
2020-11-17,Tweet 2309,"['hashtag_VYHHQ03KX3', 'hashtag_6TDSTYL8ZP']",['link_GBJTUV3AGR'],tweet_B0AYQZ2PIK,technology,"['user_M3OE535A2B', 'user_WEIQUD96XR', 'user_V03LY4CP2S']",location_6GFI88V49L
2023-11-19,Tweet 2310,['hashtag_2CKBGGU4D0'],['link_5QL5Y7NS06'],tweet_XYVO1II3H8,entertainment,"['user_5D074G82WE', 'user_SGYKRL4R95']",location_Z2DKIO53RM
2021-05-18,Tweet 2311,['hashtag_PQIEZP80X2'],['link_KKLJD60WYJ'],tweet_3QYXLSS42L,technology,['user_ZOVCJKO67N'],location_BE2W61KS5K
2022-10-23,Tweet 2312,"['hashtag_23YXFDT3GZ', 'hashtag_5H3METVN5N']",['link_O39ZP87ZPM'],tweet_V6S4IKCTWO,sports,['user_DC0607HRPF'],location_AOUYOP988A
2023-08-08,Tweet 2313,"['hashtag_L5IIBOD1MF', 'hashtag_M6OR60IUQ0']","['link_J3CUXA0HS2', 'link_LPDZEJ59AU']",tweet_SULUMXAEIQ,entertainment,"['user_7LXCQTEWFI', 'user_PODZLTPP3O', 'user_OBWS3AV7Q0']",location_ZJUSKU9QKK
2020-07-02,Tweet 2314,"['hashtag_EU4TF3O0JX', 'hashtag_PKDZKUDYF5', 'hashtag_DJSSR94EDO', 'hashtag_H7KCE62DDC']",['link_00W5RLKULK'],tweet_CJ21H6VCKQ,sports,"['user_N6BCO07QHC', 'user_Y48FTT8NRN', 'user_PPI0OX2CGB']",location_PC24WUPJGR
2022-05-24,Tweet 2315,"['hashtag_L1M8KAX4LT', 'hashtag_VF1Q0UDVH9', 'hashtag_K4Y56DX2ZJ', 'hashtag_U0WTTU16KT']","['link_8XNRBPKRVH', 'link_3YAKHFIYJT', 'link_V3ISCSQ1K5']",tweet_BEAJSTAJ77,technology,['user_EC8MTCQ2F5'],location_HVQAKVGJ8Z
2021-04-05,Tweet 2316,"['hashtag_FZOW27A0XC', 'hashtag_7IF23FUM2X', 'hashtag_5LKSYQJV1D']",['link_KZBWJUO2G3'],tweet_5H291UG0CA,politics,"['user_D83JJ3LKCK', 'user_8NO44ZF0V2', 'user_8VYLMTNQBJ']",location_H6R3CRRFCZ
2023-02-23,Tweet 2317,"['hashtag_P2Y2G90YYO', 'hashtag_L88KU8XIU1', 'hashtag_K4DDAWTZPI', 'hashtag_4N8SG4L6DJ']","['link_QY2UHPQ4O8', 'link_65591FEJLS', 'link_2PBKQIHCWI']",tweet_RRBLLM47WD,sports,['user_KGGAXG8Q87'],location_SVLIARIODJ
2022-09-28,Tweet 2318,"['hashtag_3YFKQQP9YU', 'hashtag_FRCN94MYG7', 'hashtag_GEL7M7H7BS', 'hashtag_CMULZFU09D', 'hashtag_WIK38P10J0']","['link_99BKAXGDN6', 'link_UGDV44ADOY', 'link_JZIS258DW2']",tweet_5W7930CPOR,politics,"['user_QHJY9PWQRK', 'user_UAOY90WMT3', 'user_4DZSARQP24']",location_2NQ7IB5JAN
2021-02-10,Tweet 2319,"['hashtag_FZEXZMRKNM', 'hashtag_EWCT0OZ8KQ', 'hashtag_RCFFS87VVO']","['link_YOVWCODUFW', 'link_RO0W63YMJD']",tweet_7T2671P62O,entertainment,"['user_FBO65EBTUS', 'user_WTXEI9MIVB']",location_JBY7UQXL4C
2021-06-03,Tweet 2320,"['hashtag_Y4JAOVGJI2', 'hashtag_0FJZPT8TPI']","['link_APS9FIX4H7', 'link_35BYRW46LY', 'link_Q87GDOFJP3']",tweet_AV29XW221A,sports,['user_QSV8R0VOSF'],location_RKLSYFWULN
2023-12-24,Tweet 2321,"['hashtag_V8X2G3P9NE', 'hashtag_EKVZ27VHG9']",['link_I6P2H48J7E'],tweet_D7B3XWULSC,sports,"['user_VPG0RJP3HY', 'user_MNBYV9RXTR', 'user_1XKH3YJN9Y']",location_T3O611B1VL
2020-02-03,Tweet 2322,"['hashtag_9PT4Y1SLPF', 'hashtag_DZJ9O5V31Z', 'hashtag_MIYL053O06', 'hashtag_STEJ0ZCJ1I', 'hashtag_POYFLLYZ15']",['link_E6VXEL7TVU'],tweet_S85Y1F2PZ5,politics,"['user_NKUQ8TKDK1', 'user_LM6QO0UU55']",location_7WB0EC4W9J
2022-08-10,Tweet 2323,"['hashtag_JQTB7PORMD', 'hashtag_SM9JIZX8E4', 'hashtag_VHLYU8XGJ2', 'hashtag_TNN6EU4UJJ']","['link_MJ3G0R31CY', 'link_P6LP08V491']",tweet_UF1RXPM3TR,entertainment,"['user_Q5PNDT1UBP', 'user_ZUOT0ODG5G', 'user_O6V4U18NV2']",location_A4PHGSQMV3
2021-10-18,Tweet 2324,"['hashtag_AYU3XAAC27', 'hashtag_RN9Y4Y14OV']",['link_II7ZY604V8'],tweet_QJSV8NY8K0,technology,"['user_7KNF3TT2MH', 'user_BRDRR54NRI', 'user_SECCJQ3VXL']",location_55WOZZQPEE
2022-12-28,Tweet 2325,['hashtag_3NGTXQIXL5'],['link_AHOFEI4ATX'],tweet_PEQ3U4C06K,technology,['user_J8TNQ3EO8U'],location_2PLNX4AX72
2021-06-26,Tweet 2326,"['hashtag_A5F7LDYEIF', 'hashtag_93Q9F5G6EH', 'hashtag_Q7W6IIW8VM']","['link_8BGOX05C3Q', 'link_SW1WG10FAI']",tweet_TFYZ1OOF4E,sports,"['user_OJUXSX8O8B', 'user_93W0FIWFMV', 'user_9UXIEB4EP1']",location_2MLQTU8A83
2023-04-13,Tweet 2327,"['hashtag_WLU19S3XET', 'hashtag_B10MY0A6JB', 'hashtag_GXOBXB555B', 'hashtag_712XGB8DB2']",['link_BUHR5JWMQO'],tweet_8DGRHEXSPM,entertainment,"['user_8CDTDCVWMX', 'user_DNPJI5CG2F']",location_EXNLJCT34B
2023-09-27,Tweet 2328,['hashtag_7U188N6ZZP'],"['link_99HJLOZ3KH', 'link_JNLVF80DNU']",tweet_3S8LYTHJV5,politics,"['user_NOK8N2U11J', 'user_8E2GHG0OX4', 'user_BVF96RRYLO']",location_3B9MEIAI8K
2020-02-23,Tweet 2329,"['hashtag_42A0FVGJUA', 'hashtag_5VY3R637HA', 'hashtag_I2U0Y9KDU6']","['link_CH5K7VOJCR', 'link_5S4V068GE4']",tweet_XBJIHD4Y45,technology,"['user_IMG2AQ9HDS', 'user_DW8X82S6C9']",location_2Q9MT10U5Z
2022-10-12,Tweet 2330,['hashtag_XUGXEY28GD'],['link_J4EMK6P4QP'],tweet_97RR0O69GI,entertainment,['user_6QJDRJU2Y2'],location_TYXVQGZLUH
2021-03-27,Tweet 2331,"['hashtag_NJX7C2J4EW', 'hashtag_3GJIYVJVFZ', 'hashtag_182SYPENLS', 'hashtag_RI6H2WS3NQ']",['link_5IK81B7JL2'],tweet_DB9SLZWIRJ,politics,"['user_K4TY2YPCNY', 'user_PPVFKQVK72', 'user_BF3PLTDU04']",location_7ZO05K3X27
2023-10-22,Tweet 2332,['hashtag_S2R6Q91JNY'],"['link_ZZAPA4VP70', 'link_9FNU2SCJPI', 'link_RI43TFNLIW']",tweet_9FZRV0W3FH,technology,"['user_A9UX3KP6WJ', 'user_BMNOKR7HX6']",location_IJ9AU565LY
2022-06-19,Tweet 2333,"['hashtag_7Y5BQPJYQ6', 'hashtag_6EQCZ2WABY']",['link_7FKUCO96U1'],tweet_G248CZHZNF,sports,"['user_8GGIIJ3D7L', 'user_PKMAL52LB1', 'user_2O4NDMDPJ5']",location_DURIME72IK
2022-05-11,Tweet 2334,"['hashtag_UXIR1MK2EY', 'hashtag_RVDS6X3QHB', 'hashtag_F697U0M07C', 'hashtag_015B3AD9UK']",['link_JBOTIKRSOW'],tweet_LY4LQHYE27,technology,"['user_9O8Q4IFF7Z', 'user_RY01IGPIA5', 'user_Q3N7SI70QU']",location_EZSA6YNR8T
2022-11-13,Tweet 2335,"['hashtag_QKSRPJP3HZ', 'hashtag_5768D6RZ9B', 'hashtag_VVIQE8ZSTL']","['link_0K86KGB9TN', 'link_B03Y03OHOO', 'link_9GI7EF92H2']",tweet_OBAGT1MGX9,technology,['user_7XP8J62YLB'],location_N6PTP5W27Z
2021-04-16,Tweet 2336,"['hashtag_LECUXO485A', 'hashtag_A5DPWPP9XQ', 'hashtag_0JMVVH3J4T']","['link_OWKOLZDZ9U', 'link_MH2GWGVNE2']",tweet_Q6EW4WD5K7,entertainment,"['user_J812U087IN', 'user_UL9TMB5P1N']",location_DN5R93SEQ6
2021-01-22,Tweet 2337,"['hashtag_VTKJKISNOZ', 'hashtag_Z4I1REZCWX', 'hashtag_ESV4WBBIIG', 'hashtag_RVGHFV786R']",['link_ZTEXF0IFM5'],tweet_L4Z9N4EF5N,technology,['user_V8ZAK2B7QG'],location_T3G4L90Z30
2023-05-07,Tweet 2338,"['hashtag_WLQ8I97IEZ', 'hashtag_7JVZQ0FKI4', 'hashtag_30BBRFP8WG', 'hashtag_ZNFKCMVBRV']","['link_X1P0LMFAWI', 'link_RJ0ILP69YY']",tweet_FEUDRBRBQD,politics,"['user_DX3C09ASAH', 'user_XKN0MU4UE3']",location_HZGSGJARRD
2021-05-21,Tweet 2339,"['hashtag_DAZQUU8KYS', 'hashtag_31N4QPM7A7', 'hashtag_12ZASDF64R']","['link_DK99EUCHR1', 'link_IBO26CI8DU', 'link_3JRVD0JHWQ']",tweet_36SVGZ9UKN,technology,"['user_Q0EEJOISGD', 'user_XQBN505I2B']",location_5R3VDH51EQ
2020-06-22,Tweet 2340,"['hashtag_KJRI7530LT', 'hashtag_3DPKYVCW71']","['link_78Y3FRGI0V', 'link_GV7E37M2N6']",tweet_1M581TLY47,technology,"['user_B7A5RCTXWZ', 'user_NA75MPP06U']",location_QXTCZWZ3LK
2020-10-10,Tweet 2341,"['hashtag_HV6BB7AZFD', 'hashtag_L7GVILDZZE', 'hashtag_68TCPSZHZL', 'hashtag_2CB3O8KL7Z', 'hashtag_RAT3WW6W6C']",['link_VKPNPLXKRG'],tweet_J351SJB2NX,technology,"['user_A88H9LK26G', 'user_JOUHYNDJN1']",location_PJIIUADYSA
2022-05-13,Tweet 2342,"['hashtag_5J0MB5QHL4', 'hashtag_MO03YN3SBD', 'hashtag_WH9GWZSZ2B', 'hashtag_I9F7Y102QJ']","['link_SFL5J7BA0N', 'link_XJMYFHJYQE', 'link_H8NBEHPGVM']",tweet_6H517XS4G3,sports,"['user_J3UFJCEW1A', 'user_30LIE2RZIP']",location_KW33UCNPAX
2023-06-22,Tweet 2343,['hashtag_TX0W6WCTM8'],['link_1DTB5EYJSG'],tweet_PRCLUIVR6E,politics,"['user_4W64CQLE6C', 'user_NK345GGP0I', 'user_VZTTKF25K4']",location_9V5W0YFGAE
2020-10-22,Tweet 2344,"['hashtag_ZCCDFR0JS7', 'hashtag_S6G41K3ISJ', 'hashtag_0YAOESVFLB', 'hashtag_3FJVY3PR7U']",['link_W4ZNZ0STPE'],tweet_DK8D8AYWLI,technology,['user_6YGROHIRSX'],location_SEEXAZFOYR
2023-05-24,Tweet 2345,"['hashtag_MT7C7TVWXJ', 'hashtag_KLRHFP9LBH', 'hashtag_03GXQ6DZ8R', 'hashtag_BZZC3FR9EW', 'hashtag_8HYICP9SRR']","['link_TMMQ8V5DS5', 'link_QKVHAYJ0M6', 'link_BVN962RUCP']",tweet_IIC6QFX66Y,technology,['user_PEQ59OERML'],location_ULWCS0Q988
2020-05-17,Tweet 2346,"['hashtag_VRUE38W9UQ', 'hashtag_TZVXK035OF', 'hashtag_NVZTALNTPC']","['link_YZ3KZX7FRB', 'link_EH1YVBBYR2', 'link_SRNGV3S3QX']",tweet_R0YV3NDE4H,politics,"['user_30NZKLUE43', 'user_Z9LQJ79Y79']",location_J8SY4VVNXF
2023-09-28,Tweet 2347,"['hashtag_D3OBU9I06H', 'hashtag_OWXFZ8MAEY', 'hashtag_PZ44TCATQA']",['link_QCJHNYMFBN'],tweet_TJT32BRX5C,politics,['user_1HT1A8W7MQ'],location_B1WBRJN8KE
